CustomerID,Recency,Frequency,Monetary,RFM_Baseline_Group,KMeans_k2,KMeans_k3,Hierarchical_k2,GMM_k2,GMM_k8_Diagnostic
13309,114,2,546.64,1,0,2,0,1,6
13310,114,2,817.65,1,0,2,0,1,6
13311,58,1,490.11,1,0,2,1,0,0
13313,49,3,918.34,2,1,2,0,0,4
13316,39,2,3535.18,2,1,0,0,1,6
13317,106,5,1313.98,2,1,0,0,0,1
13319,21,18,6897.070000000001,3,1,0,0,0,2
13320,14,3,981.15,3,1,2,0,0,4
13324,111,7,3798.99,2,1,0,0,0,1
13327,20,7,2738.75,3,1,0,0,0,5
13328,224,1,1308.48,1,0,1,1,1,3
13329,274,1,304.2,0,0,1,1,1,3
13330,0,3,1140.93,3,1,2,0,0,4
13334,98,2,2708.59,2,1,2,0,1,6
13338,65,1,437.02,1,0,2,1,1,0
13339,108,1,860.12,1,0,2,1,1,0
13340,13,5,9229.54,3,1,0,0,0,2
13341,168,1,775.85,1,0,1,1,1,0
13343,85,1,303.43,1,0,2,1,1,0
13344,185,1,1656.15,1,0,1,1,1,0
13345,195,1,339.5,0,0,1,1,1,3
13355,30,1,674.7,1,0,2,0,0,0
13357,165,1,609.4,1,0,1,1,1,3
13358,176,1,389.03,0,0,1,1,1,3
13362,153,2,1581.53,1,0,2,1,1,6
13365,125,1,700.6,1,0,2,1,1,0
13368,164,2,573.4,1,0,1,1,1,6
13369,273,1,258.28000000000003,0,0,1,1,1,3
13370,279,1,754.87,0,0,1,1,1,3
13373,66,2,2055.58,2,1,2,0,1,6
13376,7,3,869.76,3,1,2,0,0,4
13379,44,1,136.29,1,0,2,1,1,0
13381,21,4,2461.33,3,1,0,0,0,7
13382,188,1,222.99,0,0,1,1,1,3
13384,36,2,1755.84,2,1,2,0,0,6
13385,237,1,534.57,0,0,1,1,1,3
13388,39,2,677.1,2,1,2,0,0,6
13389,140,1,257.89,0,0,1,1,1,0
13391,111,1,59.8,0,0,1,1,1,0
13394,23,5,1543.45,3,1,0,0,0,5
13395,93,1,307.72,1,0,2,1,1,0
13396,227,1,387.27000000000004,0,0,1,1,1,3
13397,18,4,1228.19,3,1,0,0,0,7
13398,100,1,457.34,1,0,2,1,1,0
13402,35,2,621.23,2,1,2,0,0,6
13404,120,1,217.81,0,0,1,1,1,0
13405,112,2,557.45,1,0,2,0,1,6
13408,7,41,17836.68,3,1,0,0,0,2
13410,95,3,545.04,2,0,2,0,0,4
13411,15,1,213.55,1,0,2,1,1,0
13414,41,3,1390.5,2,1,2,0,0,4
13417,113,1,236.0,0,0,2,1,1,0
13418,6,15,4744.13,3,1,0,0,0,2
13420,57,2,159.85,1,0,2,1,1,6
13421,198,1,825.04,1,0,1,1,1,3
13425,16,3,1624.21,3,1,0,0,0,4
13426,90,5,1558.68,2,1,0,0,0,1
13427,28,2,464.86,2,0,2,0,0,6
13434,4,1,72.84,1,0,2,1,1,0
13435,18,3,1088.1200000000001,3,1,2,0,0,4
13437,7,4,2173.6,3,1,0,0,0,7
13439,163,1,283.71,0,0,1,1,1,3
13448,126,4,1423.26,2,1,0,0,0,7
13450,32,4,1421.46,2,1,0,0,0,7
13451,34,4,2385.5,3,1,0,0,0,7
13452,167,2,590.0,1,0,1,1,1,6
13453,73,2,356.97999999999996,1,0,2,1,0,6
13455,274,1,692.94,0,0,1,1,1,3
13456,63,3,855.0600000000001,2,1,2,0,0,4
13458,7,10,7678.42,3,1,0,0,0,2
13461,46,2,884.2,2,1,2,0,0,6
13462,160,1,151.5,0,0,1,1,1,3
13466,92,1,307.9,1,0,2,1,1,0
13468,0,29,4739.02,3,1,0,0,0,2
13470,7,2,165.0,1,0,2,1,1,6
13473,240,1,241.26,0,0,1,1,1,3
13474,144,1,226.84,0,0,1,1,1,0
13475,99,4,1431.78,2,1,0,0,0,7
13476,86,2,1238.47,2,1,2,0,1,6
13477,46,4,899.55,2,1,2,0,0,7
13479,108,2,300.95,1,0,2,1,1,6
13481,16,4,1361.33,3,1,0,0,0,7
13482,140,1,184.64,0,0,1,1,1,0
13484,149,1,313.8,0,0,1,1,1,0
13485,141,1,454.24,1,0,1,1,1,0
13486,36,2,819.61,2,1,2,0,0,6
13487,121,2,408.8,1,0,2,1,1,6
13488,28,9,6596.38,3,1,0,0,0,5
13489,13,4,449.52,2,1,2,0,0,7
13491,55,9,1088.45,2,1,0,0,0,5
13492,44,3,1269.84,2,1,2,0,0,4
13493,183,2,498.63,1,0,1,1,1,6
13494,219,1,316.26000000000005,0,0,1,1,1,3
13495,140,3,1072.43,2,0,2,1,1,4
13496,267,1,501.01,0,0,1,1,1,3
13497,190,2,348.05,0,0,1,1,1,6
13499,133,2,463.79,1,0,2,1,1,6
13500,30,1,326.4,1,0,2,1,0,0
13501,196,1,1340.32,1,0,1,1,1,3
13502,182,2,189.16,0,0,1,1,1,6
13505,74,3,2143.12,2,1,0,0,0,4
13506,224,2,458.52,1,0,1,1,1,6
13507,6,3,2022.79,3,1,0,0,0,4
13508,151,1,110.97,0,0,1,1,1,0
13509,7,4,690.02,2,1,2,0,0,7
13510,3,2,897.81,2,1,2,0,0,6
13512,168,1,251.21,0,0,1,1,1,3
13513,34,1,205.1,1,0,2,1,1,0
13515,25,3,523.96,2,1,2,0,0,4
13516,146,1,146.0,0,0,1,1,1,0
13517,14,2,1612.18,2,1,2,0,0,6
13520,45,5,2387.98,3,1,0,0,0,5
13523,107,3,2369.24,2,1,0,0,0,4
13524,9,3,408.86,2,1,2,0,0,4
13525,156,1,282.88,0,0,1,1,1,3
13527,13,4,1362.52,3,1,0,0,0,7
13529,112,1,181.1,0,0,1,1,1,0
13531,113,2,483.8,1,0,2,0,1,6
13533,90,3,269.09,1,0,2,1,0,4
13534,15,21,4371.53,3,1,0,0,0,2
13538,2,6,990.75,3,1,0,0,0,5
13539,148,2,315.65,1,0,1,1,1,6
13544,148,1,113.01,0,0,1,1,1,0
13546,108,1,182.26,0,0,2,1,1,0
13548,4,2,678.16,2,1,2,0,0,6
13549,50,5,762.05,2,1,0,0,0,1
13551,227,1,91.80000000000001,0,0,1,1,1,3
13552,31,9,2762.91,3,1,0,0,0,5
13555,109,2,1590.05,1,1,2,0,1,6
13557,188,1,240.68,0,0,1,1,1,3
13561,123,1,141.85999999999999,0,0,1,1,1,0
13562,49,2,1209.73,2,1,2,0,0,6
13563,48,1,310.88,1,0,2,1,0,0
13564,52,3,1724.67,2,1,0,0,0,4
13565,242,1,110.17999999999999,0,0,1,1,1,3
13568,81,1,187.05,0,0,2,1,1,0
13569,275,1,109.82000000000001,0,0,1,1,1,3
13570,151,1,239.49,0,0,1,1,1,0
13571,0,7,1083.83,3,1,0,0,0,5
13572,113,1,1384.25,1,0,2,1,1,0
13573,161,1,31.770000000000003,0,0,1,1,1,0
13575,41,2,218.75,1,0,2,1,0,6
13576,4,13,4840.9400000000005,3,1,0,0,0,2
13577,0,3,1193.8,3,1,2,0,0,4
13579,277,1,164.70000000000002,0,0,1,1,1,3
13581,217,1,118.0,0,0,1,1,1,3
13583,63,1,781.03,1,0,2,0,1,0
13584,214,1,142.4,0,0,1,1,1,3
13588,7,4,1420.72,3,1,0,0,0,7
13589,87,1,147.0,0,0,2,1,1,0
13590,58,4,1116.38,2,1,0,0,0,7
13591,112,2,776.23,1,0,2,0,1,6
13592,113,3,205.51,1,0,2,1,1,4
13593,16,5,2011.88,3,1,0,0,0,5
13599,64,8,2313.84,3,1,0,0,0,5
13600,220,1,219.52,0,0,1,1,1,3
13601,119,1,373.2,0,0,2,1,1,0
13606,151,2,246.63,1,0,1,1,1,6
13610,18,5,764.76,3,1,0,0,0,5
13611,78,2,636.72,1,0,2,0,0,6
13614,72,2,778.88,2,0,2,0,0,6
13615,226,1,417.69,0,0,1,1,1,3
13617,21,2,365.7,1,0,2,0,0,6
13618,81,1,177.34,0,0,2,1,1,0
13621,24,1,213.85,1,0,2,1,1,0
13623,118,4,539.17,1,0,2,0,0,7
13626,160,1,257.23,0,0,1,1,1,3
13627,84,3,1027.0,2,1,2,0,0,4
13629,7,8,5718.36,3,1,0,0,0,2
13630,13,5,1361.46,3,1,0,0,0,5
13631,7,11,3070.42,3,1,0,0,0,2
13632,81,3,812.26,2,1,2,0,0,4
13634,14,3,755.97,2,1,2,0,0,4
13636,30,4,646.55,2,1,2,0,0,7
13637,95,2,678.65,1,0,2,0,1,6
13642,123,1,312.28,0,0,1,1,1,0
13643,6,2,259.40000000000003,2,0,2,0,0,6
13644,13,1,851.09,2,0,2,0,0,0
13645,28,1,252.1,1,0,2,1,1,0
13647,83,2,803.86,2,0,2,0,1,6
13649,164,2,346.6,1,0,1,1,1,6
13650,115,2,745.52,1,0,2,0,1,6
13652,164,2,638.24,1,0,1,1,1,6
13654,53,4,1714.27,2,1,0,0,0,7
13655,22,2,932.97,2,1,2,0,0,6
13656,72,2,379.65,1,0,2,1,0,6
13657,109,1,152.34,0,0,1,1,1,0
13658,112,1,933.3,1,0,2,1,1,0
13659,113,2,1563.0,1,1,2,0,1,6
13662,120,2,516.44,1,0,2,0,1,6
13663,87,1,189.47,0,0,2,1,1,0
13666,195,2,64.05,0,0,1,1,1,6
13667,57,1,299.05,1,0,2,1,1,0
13668,21,16,4900.97,3,1,0,0,0,2
13669,57,1,48.150000000000006,0,0,2,1,1,0
13672,209,2,186.39000000000001,0,0,1,1,1,6
13675,59,2,486.82000000000005,1,0,2,0,0,6
13678,59,1,232.6,1,0,2,1,1,0
13680,245,2,2391.59,1,0,1,1,1,6
13681,63,1,203.46,0,0,2,1,1,0
13682,95,1,59.5,0,0,1,1,1,0
13684,193,1,65.13,0,0,1,1,1,3
13686,90,1,72.0,0,0,2,1,1,0
13692,121,2,871.58,1,0,2,0,1,6
13694,15,39,45911.64,3,1,0,0,0,2
13695,6,12,1767.07,3,1,0,0,0,2
13699,63,1,308.58000000000004,1,0,2,1,1,0
13700,0,8,1634.77,3,1,0,0,0,2
13703,226,1,99.5,0,0,1,1,1,3
13705,52,2,522.68,1,0,2,0,0,6
13706,210,1,330.79,0,0,1,1,1,3
13707,175,2,806.41,1,0,1,1,1,6
13708,179,1,285.33,0,0,1,1,1,3
13709,9,5,2918.81,3,1,0,0,0,5
13711,126,2,252.06,1,0,2,1,1,6
13712,154,1,228.84,0,0,1,1,1,0
13715,189,5,1077.39,2,1,1,1,1,1
13716,177,1,138.28,0,0,1,1,1,3
13717,36,4,955.99,2,1,2,0,0,7
13718,154,2,306.55,1,0,1,1,1,6
13719,113,2,338.74,1,0,2,1,1,6
13720,24,4,799.9,2,1,2,0,0,7
13722,39,3,2375.41,3,1,0,0,0,4
13723,125,1,199.85000000000002,0,0,1,1,1,0
13725,77,7,1865.7,3,1,0,0,0,1
13726,8,1,292.68,1,0,2,1,1,0
13728,15,5,797.02,3,1,0,0,0,5
13730,43,2,752.6,2,1,2,0,0,6
13731,127,2,610.59,1,0,2,0,1,6
13735,83,2,1409.69,2,1,2,0,1,6
13736,168,1,357.53,0,0,1,1,1,3
13737,108,1,339.59999999999997,0,0,2,1,1,0
13740,148,1,350.75,0,0,1,1,1,0
13741,91,2,363.13,1,0,2,1,1,6
13742,70,10,2632.57,3,1,0,0,0,5
13743,15,5,912.1199999999999,3,1,0,0,0,5
13744,3,2,1080.52,2,1,2,0,0,6
13745,70,1,300.04,1,0,2,1,1,0
13747,281,1,79.6,0,0,1,1,1,3
13748,3,5,948.25,3,1,0,0,0,5
13750,48,4,1316.63,2,1,0,0,0,7
13751,196,1,296.25,0,0,1,1,1,3
13752,32,6,1175.38,3,1,0,0,0,5
13753,195,1,741.26,0,0,1,1,1,3
13754,59,2,282.59999999999997,1,0,2,1,0,6
13756,1,8,2972.3300000000004,3,1,0,0,0,2
13758,109,5,2351.52,2,1,0,0,0,1
13760,164,1,135.09,0,0,1,1,1,3
13761,87,1,491.71000000000004,1,0,2,1,1,0
13762,126,1,306.72,0,0,1,1,1,0
13764,52,2,943.29,2,1,2,0,0,6
13767,16,28,9676.37,3,1,0,0,0,2
13769,0,8,2176.62,3,1,0,0,0,2
13771,107,2,1464.8500000000001,1,1,2,0,1,6
13772,4,2,682.97,2,1,2,0,0,6
13777,37,24,12360.24,3,1,0,0,0,5
13778,11,1,178.7,1,0,2,1,1,0
13780,78,1,116.28000000000002,0,0,2,1,1,0
13781,158,1,127.84,0,0,1,1,1,0
13782,32,3,484.79,2,1,2,0,0,4
13784,2,9,2124.15,3,1,0,0,0,2
13786,275,1,230.39999999999998,0,0,1,1,1,3
13787,272,1,106.4,0,0,1,1,1,3
13791,35,2,1516.0,2,1,2,0,0,6
13792,195,1,74.60000000000001,0,0,1,1,1,3
13798,1,42,29161.14,3,1,0,0,0,2
13799,24,2,688.86,2,1,2,0,0,6
13800,217,1,558.32,0,0,1,1,1,3
13802,46,3,4599.42,3,1,0,0,0,4
13803,163,1,277.07,0,0,1,1,1,3
13804,4,4,1526.01,3,1,0,0,0,7
13805,37,1,500.24,1,0,2,0,0,0
13807,275,1,112.6,0,0,1,1,1,3
13808,1,2,723.1,2,1,2,0,0,6
13809,213,1,155.05,0,0,1,1,1,3
13811,91,3,742.5,2,1,2,0,0,4
13812,13,1,260.74,1,0,2,1,1,0
13813,42,1,331.14,1,0,2,1,0,0
13814,0,2,1579.12,2,1,2,0,0,6
13815,80,2,2689.75,2,1,2,0,1,6
13817,259,1,110.7,0,0,1,1,1,3
13819,209,3,1140.35,1,0,1,1,1,4
13821,52,2,385.64,1,0,2,0,0,6
13824,43,4,1429.84,2,1,0,0,0,7
13826,84,1,189.5,0,0,2,1,1,0
13827,41,2,300.76,1,0,2,0,0,6
13831,46,4,1450.85,2,1,0,0,0,7
13833,67,1,383.85,1,0,2,1,1,0
13835,63,2,537.34,1,0,2,0,0,6
13837,119,2,266.59000000000003,1,0,2,1,1,6
13838,25,3,467.54,2,1,2,0,0,4
13841,160,1,85.0,0,0,1,1,1,0
13842,63,7,2165.27,3,1,0,0,0,1
13846,150,2,663.9300000000001,1,0,1,1,1,6
13848,0,3,1255.0,3,1,2,0,0,4
13849,78,1,593.5799999999999,1,0,2,1,1,0
13850,37,1,1595.48,2,1,2,0,1,0
13851,3,3,2651.46,3,1,0,0,0,4
13854,0,20,6469.16,3,1,0,0,0,2
13856,76,3,388.5,1,0,2,0,0,4
13859,234,1,201.16,0,0,1,1,1,3
13862,16,6,1781.3,3,1,0,0,0,5
13863,155,1,305.78,0,0,1,1,1,0
13865,44,3,383.34000000000003,2,1,2,0,0,4
13867,126,1,138.85,0,0,1,1,1,0
13869,31,4,3083.65,3,1,0,0,0,7
13870,9,5,2179.4700000000003,3,1,0,0,0,5
13871,0,9,4612.64,3,1,0,0,0,2
13873,27,3,389.6,2,1,2,0,0,4
13874,266,1,540.45,0,0,1,1,1,3
13875,41,4,1424.8,2,1,0,0,0,7
13880,53,8,1680.76,3,1,0,0,0,5
13881,3,11,9398.68,3,1,0,0,0,2
13883,126,4,1742.78,2,1,0,0,0,7
13884,185,3,196.25,0,0,1,1,1,4
13885,97,2,506.8,1,0,2,0,1,6
13887,112,1,349.55,0,0,2,1,1,0
13888,27,2,595.67,2,1,2,0,0,6
13889,0,1,416.90000000000003,2,0,2,0,1,0
13890,15,2,501.11,2,1,2,0,0,6
13892,154,1,54.519999999999996,0,0,1,1,1,0
13893,205,1,821.1,1,0,1,1,1,3
13894,218,1,160.85,0,0,1,1,1,3
13895,51,2,937.3000000000001,2,1,2,0,0,6
13898,233,1,155.93,0,0,1,1,1,3
13899,182,1,298.5,0,0,1,1,1,3
13900,91,3,740.95,2,1,2,0,0,4
13901,15,4,2652.28,3,1,0,0,0,7
13904,202,1,201.12,0,0,1,1,1,3
13908,34,3,1411.61,2,1,2,0,0,4
13911,52,8,2437.63,3,1,0,0,0,5
13917,99,1,65.38,0,0,1,1,1,0
13918,161,1,198.2,0,0,1,1,1,3
13919,29,1,195.15,1,0,2,1,1,0
13922,259,1,172.25,0,0,1,1,1,3
13925,0,4,678.25,2,1,2,0,0,7
13928,14,2,225.45000000000002,2,0,2,0,0,6
13929,77,2,842.65,2,0,2,0,0,6
13930,44,1,210.0,1,0,2,1,1,0
13931,3,2,1237.53,2,1,2,0,0,6
13932,202,1,307.4,0,0,1,1,1,3
13933,17,2,608.7900000000001,2,1,2,0,0,6
13934,171,1,922.1,1,0,1,1,1,0
13936,87,1,376.58,1,0,2,1,1,0
13937,77,1,158.85,0,0,2,1,1,0
13939,16,2,390.21,2,0,2,0,0,6
13940,24,2,391.06,1,0,2,0,0,6
13941,79,3,2831.26,2,1,0,0,0,4
13946,109,2,485.96999999999997,1,0,2,0,1,6
13948,268,1,102.0,0,0,1,1,1,3
13949,2,1,537.9,2,0,2,0,0,0
13950,154,1,179.30999999999997,0,0,1,1,1,0
13951,84,3,674.45,2,1,2,0,0,4
13952,125,2,3251.071,2,1,2,0,1,6
13953,23,5,2604.36,3,1,0,0,0,5
13955,62,2,322.96,1,0,2,1,0,6
13956,46,3,676.07,2,1,2,0,0,4
13959,189,2,337.44,0,0,1,1,1,6
13962,153,1,117.6,0,0,1,1,1,0
13963,216,4,664.54,1,0,1,1,1,7
13967,53,1,80.7,0,0,2,1,1,0
13969,15,11,3883.23,3,1,0,0,0,2
13971,14,6,1985.9,3,1,0,0,0,5
13972,109,1,145.9,0,0,1,1,1,0
13973,195,1,264.7,0,0,1,1,1,3
13975,36,4,1466.67,2,1,0,0,0,7
13976,114,1,357.98,0,0,2,1,1,0
13982,71,3,1230.1399999999999,2,1,2,0,0,4
13983,95,8,1681.06,3,1,0,0,0,1
13984,34,4,819.33,2,1,2,0,0,7
13985,15,7,2773.04,3,1,0,0,0,5
13988,70,3,1923.5,2,1,0,0,0,4
13989,147,1,896.6700000000001,1,0,1,1,1,0
13990,121,1,311.3,0,0,2,1,1,0
13991,51,1,126.35,0,0,2,1,1,0
13993,8,6,2247.41,3,1,0,0,0,5
13994,13,2,419.56,2,0,2,0,0,6
13995,23,3,871.9,2,1,2,0,0,4
13999,3,9,2868.9700000000003,3,1,0,0,0,2
14000,119,1,635.66,1,0,2,1,1,0
14001,140,2,1309.14,1,0,2,1,1,6
14002,42,2,529.73,2,0,2,0,0,6
14004,6,5,3203.26,3,1,0,0,0,2
14005,41,3,696.56,2,1,2,0,0,4
14006,23,3,962.19,2,1,2,0,0,4
14009,106,2,695.61,1,0,2,0,1,6
14012,185,1,328.8,0,0,1,1,1,3
14013,18,3,473.02,2,1,2,0,0,4
14016,69,4,4291.21,2,1,0,0,0,7
14019,6,2,800.53,2,1,2,0,0,6
14021,63,3,631.9,2,1,2,0,0,4
14022,133,1,440.0,1,0,1,1,1,0
14023,158,1,273.14,0,0,1,1,1,3
14024,29,2,327.7,1,0,2,0,0,6
14029,52,1,165.20000000000002,0,0,2,1,1,0
14030,29,6,1657.5,3,1,0,0,0,5
14031,34,13,9627.03,3,1,0,0,0,5
14032,76,6,1845.37,3,1,0,0,0,1
14034,65,2,473.90999999999997,1,0,2,0,0,6
14035,15,3,837.26,3,1,2,0,0,4
14036,192,1,626.65,0,0,1,1,1,3
14037,84,2,147.20000000000002,1,0,2,1,1,6
14038,52,2,1086.42,2,1,2,0,0,6
14040,2,10,2734.46,3,1,0,0,0,2
14041,174,1,141.41,0,0,1,1,1,3
14044,11,3,535.71,2,1,2,0,0,4
14045,17,4,1659.75,3,1,0,0,0,7
14046,192,1,154.99,0,0,1,1,1,3
14047,107,3,635.92,1,0,2,0,0,4
14048,213,1,409.93,0,0,1,1,1,3
14049,66,3,3244.74,2,1,0,0,0,4
14050,14,1,485.98,2,0,2,0,0,0
14051,21,15,8687.44,3,1,0,0,0,2
14053,32,2,260.25,1,0,2,0,0,6
14055,14,1,725.6400000000001,2,0,2,0,0,0
14056,15,17,5333.97,3,1,0,0,0,2
14057,8,13,4805.68,3,1,0,0,0,2
14059,174,1,183.6,0,0,1,1,1,3
14060,16,14,4102.78,3,1,0,0,0,2
14062,20,9,7801.79,3,1,0,0,0,5
14064,21,4,1097.03,2,1,0,0,0,7
14066,174,1,152.55,0,0,1,1,1,3
14067,4,1,224.67,1,0,2,1,1,0
14068,228,1,265.85,0,0,1,1,1,3
14071,168,2,356.81,1,0,1,1,1,6
14075,169,1,307.92,0,0,1,1,1,3
14076,37,1,118.67,1,0,2,1,1,0
14077,90,3,310.4,1,0,2,1,0,4
14078,9,6,1049.37,3,1,0,0,0,5
14079,32,1,375.1,1,0,2,1,0,0
14081,210,2,921.62,1,0,1,1,1,6
14082,272,1,182.25,0,0,1,1,1,3
14083,34,7,533.39,2,1,0,0,0,5
14085,49,12,3220.94,3,1,0,0,0,5
14088,36,7,25507.89,3,1,0,0,0,5
14090,232,1,76.32000000000001,0,0,1,1,1,3
14092,7,10,2745.42,3,1,0,0,0,2
14096,6,2,97.42999999999999,1,0,2,1,1,6
14099,28,8,2309.92,3,1,0,0,0,5
14100,45,1,191.95000000000002,1,0,2,1,1,0
14101,50,5,4944.389999999999,3,1,0,0,0,5
14104,62,2,216.20999999999998,1,0,2,1,1,6
14105,147,1,1266.23,1,0,2,1,1,0
14107,4,6,2461.94,3,1,0,0,0,5
14108,9,1,291.33,1,0,2,1,1,0
14110,27,5,3259.62,3,1,0,0,0,5
14111,3,3,295.5,2,1,2,0,0,4
14112,38,4,1900.82,3,1,0,0,0,7
14113,262,1,433.5,0,0,1,1,1,3
14114,181,2,386.53,0,0,1,1,1,6
14116,0,2,628.87,2,1,2,0,0,6
14117,51,1,90.0,0,0,2,1,1,0
14127,30,3,709.71,2,1,2,0,0,4
14128,163,1,305.54,0,0,1,1,1,3
14129,3,3,726.23,2,1,2,0,0,4
14130,227,1,480.91,0,0,1,1,1,3
14132,21,5,1552.46,3,1,0,0,0,5
14133,37,3,605.64,2,1,2,0,0,4
14135,13,10,3190.32,3,1,0,0,0,2
14141,13,1,285.16,1,0,2,1,1,0
14142,281,1,311.81,0,0,1,1,1,3
14143,41,1,115.8,1,0,2,1,1,0
14145,64,3,2851.2,2,1,0,0,0,4
14146,162,2,1903.73,2,0,2,1,1,6
14147,193,1,182.8,0,0,1,1,1,3
14148,141,1,157.2,0,0,1,1,1,0
14149,128,1,446.62,1,0,2,1,1,0
14150,267,1,306.18,0,0,1,1,1,3
14152,142,1,314.51,0,0,1,1,1,0
14154,147,2,1345.62,1,0,2,1,1,6
14155,174,1,118.75,0,0,1,1,1,3
14156,1,41,98238.79,3,1,0,0,0,2
14157,193,1,269.18,0,0,1,1,1,3
14159,3,7,2732.73,3,1,0,0,0,2
14161,123,3,1097.6200000000001,2,1,2,1,1,4
14162,81,2,289.36,1,0,2,1,1,6
14163,60,3,1659.39,2,1,2,0,0,4
14165,183,1,120.44,0,0,1,1,1,3
14167,73,3,389.85,1,0,2,0,0,4
14171,6,1,363.79,1,0,2,0,0,0
14173,127,1,114.04,0,0,1,1,1,0
14175,79,2,1205.99,2,1,2,0,1,6
14176,205,4,576.9000000000001,1,0,1,1,1,7
14177,3,3,299.46,2,1,2,0,0,4
14178,6,3,477.29,2,1,2,0,0,4
14180,14,21,4110.12,3,1,0,0,0,2
14185,239,1,197.65,0,0,1,1,1,3
14188,17,4,1383.46,3,1,0,0,0,7
14189,4,11,3267.92,3,1,0,0,0,2
14191,16,7,2258.26,3,1,0,0,0,5
14193,177,1,422.53999999999996,0,0,1,1,1,3
14194,14,12,5666.45,3,1,0,0,0,2
14195,109,2,1012.0,1,0,2,0,1,6
14196,14,1,335.52,1,0,2,1,0,0
14198,53,2,356.95,1,0,2,0,0,6
14199,126,1,185.39999999999998,0,0,1,1,1,0
14201,57,5,521.24,2,1,2,0,0,1
14205,172,1,222.9,0,0,1,1,1,3
14206,147,1,328.15999999999997,0,0,1,1,1,0
14208,2,1,151.74,1,0,2,1,1,0
14209,29,5,1876.33,3,1,0,0,0,5
14210,13,6,1905.8400000000001,3,1,0,0,0,5
14211,4,6,1129.93,3,1,0,0,0,5
14214,64,3,899.16,2,1,2,0,0,4
14215,94,4,1098.27,2,1,2,0,0,7
14217,7,10,1211.5,3,1,0,0,0,2
14220,155,2,632.4,1,0,1,1,1,6
14221,21,7,2617.0099999999998,3,1,0,0,0,5
14222,85,1,683.17,1,0,2,1,1,0
14223,0,3,991.13,3,1,2,0,0,4
14224,18,4,1009.73,3,1,0,0,0,7
14226,118,2,1692.0,2,1,2,0,1,6
14227,104,7,2399.52,2,1,0,0,0,1
14229,199,2,762.13,1,0,1,1,1,6
14231,91,3,925.71,2,1,2,0,0,4
14232,23,4,1573.33,2,1,0,0,0,7
14233,119,3,959.1,2,1,2,1,1,4
14235,65,4,2802.86,2,1,0,0,0,7
14236,280,1,189.3,0,0,1,1,1,3
14237,281,1,161.0,0,0,1,1,1,3
14238,234,1,146.85,0,0,1,1,1,3
14239,2,9,1880.89,3,1,0,0,0,2
14240,133,1,226.85,0,0,1,1,1,0
14241,91,1,213.70000000000002,1,0,2,1,1,0
14242,142,2,280.55,1,0,1,1,1,6
14243,3,8,2305.95,3,1,0,0,0,2
14245,127,2,1693.45,2,0,2,0,1,6
14246,18,3,1474.06,3,1,2,0,0,4
14247,186,1,136.76999999999998,0,0,1,1,1,3
14248,226,1,302.58,0,0,1,1,1,3
14256,168,2,969.0600000000001,1,0,1,1,1,6
14257,31,4,2725.84,3,1,0,0,0,7
14258,59,7,9386.32,3,1,0,0,0,5
14259,49,1,120.0,1,0,2,1,1,0
14262,15,3,855.0,3,1,2,0,0,4
14264,62,2,333.97,1,0,2,1,0,6
14265,17,2,530.18,2,1,2,0,0,6
14267,70,3,1516.24,2,1,2,0,0,4
14270,239,1,492.65000000000003,0,0,1,1,1,3
14271,133,1,112.32,0,0,1,1,1,0
14272,162,1,132.09,0,0,1,1,1,3
14273,44,3,450.05,2,1,2,0,0,4
14276,6,3,1119.74,3,1,2,0,0,4
14277,120,1,1629.03,1,0,2,1,1,0
14280,104,1,134.04,0,0,2,1,1,0
14282,17,9,2467.54,3,1,0,0,0,5
14285,84,1,5.9,0,0,1,1,1,0
14286,150,1,2050.08,1,0,2,1,1,0
14287,106,2,83.28,0,0,2,1,1,6
14288,121,1,426.6,1,0,2,1,1,0
14289,42,5,832.78,3,1,0,0,0,5
14290,269,1,777.5600000000001,1,0,1,1,1,3
14291,28,7,2355.54,3,1,0,0,0,5
14292,53,4,2590.21,2,1,0,0,0,7
14293,55,3,739.41,2,1,2,0,0,4
14297,182,1,232.6,0,0,1,1,1,3
14298,7,37,41182.51,3,1,0,0,0,2
14299,15,5,2437.14,3,1,0,0,0,5
14301,25,1,640.14,1,0,2,0,0,0
14304,130,1,383.45,0,0,1,1,1,0
14305,21,2,1048.45,2,1,2,0,0,6
14307,42,4,2307.89,3,1,0,0,0,7
14309,1,7,1633.7,3,1,0,0,0,5
14311,150,1,310.26,0,0,1,1,1,0
14312,94,4,854.59,2,1,2,0,0,7
14314,14,1,120.0,1,0,2,1,1,0
14315,37,5,1550.15,3,1,0,0,0,5
14320,114,2,477.79,1,0,2,0,1,6
14321,24,3,900.65,2,1,2,0,0,4
14323,22,2,605.0600000000001,2,1,2,0,0,6
14326,150,1,183.85,0,0,1,1,1,0
14327,71,1,311.65,1,0,2,1,1,0
14329,16,4,3485.03,3,1,0,0,0,7
14331,32,2,462.65999999999997,2,0,2,0,0,6
14332,55,1,119.04,0,0,2,1,1,0
14334,1,7,2328.71,3,1,0,0,0,5
14335,4,1,347.5,1,0,2,0,1,0
14336,106,3,1114.39,2,1,2,0,0,4
14338,69,2,588.22,1,0,2,0,0,6
14339,150,1,309.52,0,0,1,1,1,0
14340,126,1,134.7,0,0,1,1,1,0
14341,38,6,1139.52,3,1,0,0,0,5
14342,45,2,419.74,2,0,2,0,0,6
14344,35,8,889.9300000000001,3,1,0,0,0,5
